Sequence;MOTU_Ward
Liederobosmina_Argentina03b;13
BACZP386N16_B_huaronensis_Mexico_BOLD_AAB9669;14
BACZP388N16_B_huaronensis_Mexico_BOLD_AAB9669;14
EU702003_Eubosmina_huaronensis;14
EU702004_Eubosmina_huaronensis;14
EU702005_Eubosmina_huaronensis;14
EU702006_Eubosmina_huaronensis;14
EU702007_Eubosmina_huaronensis;14
EU702008_Eubosmina_huaronensis;14
EU702009_Eubosmina_huaronensis;14
EU702010_Eubosmina_huaronensis;14
EU702011_Eubosmina_huaronensis;14
EU702012_Eubosmina_huaronensis;14
EU702013_Eubosmina_huaronensis;14
EU702014_Eubosmina_huaronensis;14
EU702015_Eubosmina_huaronensis;14
EU702016_Eubosmina_huaronensis;14
EU702017_Eubosmina_huaronensis;14
KC616786_Eubosmina_huaronensis;14
KC616788_Eubosmina_huaronensis;14
KC616789_Eubosmina_huaronensis;14
KC616790_Eubosmina_huaronensis;14
KC616791_Eubosmina_huaronensis;14
KC616792_Eubosmina_huaronensis;14
KC616793_Eubosmina_huaronensis;14
KC617500_Eubosmina_huaronensis;14
KC617501_Eubosmina_huaronensis;14
KC617502_Eubosmina_huaronensis;14
KC617503_Eubosmina_huaronensis;14
KC617504_Eubosmina_huaronensis;14
KC617505_Eubosmina_huaronensis;14
KC617506_Eubosmina_huaronensis;14
KC617507_Eubosmina_huaronensis;14
KC617508_Eubosmina_huaronensis;14
KC617509_Eubosmina_huaronensis;14
KC617510_Eubosmina_huaronensis;14
KC617511_Eubosmina_huaronensis;14
Liederobosmina_cf_huaronensis_USA03a;14
Liederobosmina_cf_huaronensis_USA03b;14
Liederobosmina_Mexico01b;14
Liederobosmina_Mexico01c;14
Liederobosmina_Mexico01d;14
Liederobosmina_Mexico01e;14
Liederobosmina_Mexico01f;14
Liederobosmina_Mexico01g;14
Liederobosmina_Mexico01h;14
Liederobosmina_Mexico04a;14
Liederobosmina_Mexico04b;14
Liederobosmina_Mexico04c;14
Liederobosmina_Mexico05a;14
Liederobosmina_Mexico05b;14
Liederobosmina_Mexico05c;14
Liederobosmina_Mexico05d;14
Liederobosmina_Mexico05e;14
Liederobosmina_Mexico06a;14
Liederobosmina_Mexico06c;14
Liederobosmina_Mexico07a;14
Liederobosmina_Mexico08a;14
Liederobosmina_Mexico09a;14
Liederobosmina_Mexico09b;14
Liederobosmina_Mexico10b;14
Liederobosmina_Mexico11a;14
Liederobosmina_Mexico11b;14
Liederobosmina_Mexico11c;14
MCM690N17_B_sp_Mexico_BOLD_AAB9669;14
MCM691N17_B_sp_Mexico_BOLD_AAB9669;14
MCM692N17_B_sp_Mexico_BOLD_AAB9669;14
MCM693N17_B_sp_Mexico_BOLD_AAB9669;14
MCM694N17_B_sp_Mexico_BOLD_AAB9669;14
MCM695N17_B_sp_Mexico_BOLD_AAB9669;14
MCM696N17_B_sp_Mexico_BOLD_AAB9669;14
MCM697N17_B_sp_Mexico_BOLD_AAB9669;14
MCM698N17_B_sp_Mexico_BOLD_AAB9669;14
MCM699N17_B_sp_Mexico_BOLD_AAB9669;14
MCM700N17_B_sp_Mexico_BOLD_AAB9669;14
MCM701N17_B_sp_Mexico_BOLD_AAB9669;14
MG449420_Eubosmina_huaronensis;14
MG450143_Eubosmina_huaronensis;14
ZPII1067N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPII1068N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPII1454N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPII837N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPII839N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPII936N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV506N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV507N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV508N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV509N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV515N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV601N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV602N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV603N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV604N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV610N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV690N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLIV750N11_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX146N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX147N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX148N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX240N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX401N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX402N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX403N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX404N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX405N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX406N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX407N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX849N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX850N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX851N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ZPLMX852N06_B_huaronensis_Mexico_BOLD_AAB9669;14
ECCAJ304N23_B_huaronensis_Ecuador_BOLD_AFI2124;15
ECCAJ308N23_B_huaronensis_Ecuador_BOLD_AFI2124;15
ECCAJ388N23_B_huaronensis_Ecuador_BOLD_AFI2124;15
KC616787_Eubosmina_huaronensis;15
Liederobosmina_Mexico10a;15
ZPII1106N11_B_huaronensis_Mexico_BOLD_AAZ8987;15
DQ310636_B_sp2_JRdWN2005;16
Liederobosmina_huaronensis_Argentina01a;16
Liederobosmina_huaronensis_Argentina02e;16
Liederobosmina_huaronensis_Argentina02f;16
Liederobosmina_huaronensis_Argentina04a;16
Liederobosmina_huaronensis_Argentina05a;16
Liederobosmina_huaronensis_Argentina06a;16
ZTITI005N23_Bosmina_Peru_BOLD_AAW7826;17
ZTITI007N23_Bosmina_Peru_BOLD_AAW7826;17
ZTITI008N23_Bosmina_Peru_BOLD_AAW7826;17
ZTITI024N23_Bosmina_Peru_BOLD_AAW7826;17
ZTITI039N23_Bosmina_Peru_BOLD_AAW7826;17
ZTITI044N23_Bosmina_Peru_BOLD_AAW7826;17
ZTITI089N23_Bosmina_Peru_BOLD_AAW7826;17
ZTITI168N24_Bosmina_Peru_BOLD_AAW7826;17
ZTITI170N24_Bosmina_Peru_BOLD_AAW7826;17
ZTITI171N24_Bosmina_Peru_BOLD_AAW7826;17
ZTITI172N24_Bosmina_Peru_BOLD_AAW7826;17
ZTITI200N25_Bosmina_Peru_BOLD_AAW7826;17
ZTITI265N25_Bosmina_Peru_BOLD_AAW7826;17
ZTITI268N25_Bosmina_Peru_BOLD_AAW7826;17
ZTITI289N25_Bosmina_Peru_BOLD_AAW7826;17
ZTITI290N25_Bosmina_Peru_BOLD_AAW7826;17
ZTITI314N25_Bosmina_Peru_BOLD_AAW7826;17
ZTITI331N25_Bosmina_Peru_BOLD_AAW7826;17
BROA022N21_Bosmina_Brazil_BOLD_AEO1713;18
BROA080N21_Bosmina_Brazil_BOLD_AEO1713;18
Liederobosmina_Argentina02a;18
Liederobosmina_Argentina02b;18
Liederobosmina_Argentina02c;18
PV786644_B_sp;18
ZPLV327N18_Bosmina_Colombia_BOLD_ADO6195;19
ZPLV328N18_Bosmina_Colombia_BOLD_ADO6195;19
ZPLV330N18_Bosmina_Colombia_BOLD_ADO6195;19
ZPLV333N18_Bosmina_Colombia_BOLD_ADO6195;19
ZPLV337N18_Bosmina_Colombia_BOLD_ADO6195;19
ZPLV371N18_Bosmina_Colombia_BOLD_ADO6195;19
Lunobosmina_oriens_USA11i;20
Lunobosmina_oriens_USA16b;20
Lunobosmina_oriens_USA22a;20
Lunobosmina_oriens_USA16a;21
CAISN020N12_Bosmina_Canada_BOLD_AAW7791;22
CAISN022N12_Bosmina_Canada_BOLD_AAW7791;22
CAISN034N12_Bosmina_Canada_BOLD_AAW7791;22
CAISN035N12_Bosmina_Canada_BOLD_AAW7791;22
CAISN914N13_B_sp_Canada_BOLD_AAW7791;22
DQ310635_B_sp1_JRdWN2005;22
DQ889083_B_sp_BOLD_AAW7791;22
MG449616_B_sp;22
MH321382_Eubosmina_longispina;22
MZ964905_B_sp1;22
MZ964907_B_sp1;22
OP829924_B_cf_longispina;22
OP829977_B_cf_coregoni;22
OP830017_B_cf_longispina;22
OP830043_B_cf_coregoni;22
OP830119_B_cf_longispina;22
OP830246_B_cf_coregoni;22
OP830292_B_cf_longispina;22
ZOOPS187N18_B_cf_longispina_Finland_BOLD_AAW7791;22
MH321381_Eubosmina_longispina;23
MH321383_Eubosmina_longispina;23
MH321384_Eubosmina_longispina;23
MH321385_Eubosmina_longispina;23
MH321386_Eubosmina_longispina;23
MH321387_Eubosmina_longispina;23
MH321388_Eubosmina_longispina;23
MH321389_Eubosmina_longispina;23
MH321390_Eubosmina_longispina;23
MH321391_Eubosmina_longispina;23
MH321392_Eubosmina_longispina;23
MH321393_Eubosmina_longispina;23
MH321394_Eubosmina_longispina;23
MH321395_Eubosmina_longispina;23
MH321396_Eubosmina_longispina;23
ZOOPS188N18_B_cf_longispina_Finland_BOLD_ADR9483;24
DNARA1511N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA1513N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2094N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2096N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2097N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2325N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2326N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2371N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2372N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2373N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2374N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2375N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2952N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2953N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2954N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2955N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2956N21_Bosmina_Canada_BOLD_AEA3695;25
DNARA2957N21_Bosmina_Canada_BOLD_AEA3695;25
DNARC013N19_Bosmina_Canada_BOLD_AEA3695;25
GCHAR1120N19_Bosmina_Canada_BOLD_AEA3695;25
GCHAR1121N19_Bosmina_Canada_BOLD_AEA3695;25
GCHAR1122N19_Bosmina_Canada_BOLD_AEA3695;25
Liederobosmina_american_longispina02;26
MG936043_B_sp;26
MG936238_B_sp;26
MG936240_B_sp;26
MG936261_B_sp;26
MG936530_B_sp;26
MG936534_B_sp;26
OP830153_B_cf_longispina;26
OP830166_B_cf_longispina;26
Liederobosmina_tanakai02;27
AY075057_B_coregoni;28
ESP505N14_B_meridionalis_Czechia_BOLD_AAO1376;28
ESP506N14_Bosmina_Czechia_BOLD_AAO1376;28
ESP507N14_B_meridionalis_Czechia_BOLD_AAO1376;28
ESP508N14_B_meridionalis_Czechia_BOLD_AAO1376;28
ESP509N14_B_meridionalis_Czechia_BOLD_AAO1376;28
KINBZ009N22_B_longirostris_Israel_BOLD_AAO1376;28
B_longirostris_Argentina01aa;29
B_longirostris_Argentina03aa;29
B_longirostris_Argentina04aa;29
B_longirostris_Argentina05aa;29
B_longirostris_Argentina06aa;29
ESP197N12_Bosmina_Spain_BOLD_ACA1800;30
ESP198N12_Bosmina_Spain_BOLD_ACA1800;30
KINBZ001N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ002N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ003N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ004N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ005N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ006N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ007N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ008N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ010N22_B_longirostris_Israel_BOLD_AEO5856;31
KINBZ011N22_B_longirostris_Israel_BOLD_AEO5856;31
CAISN069N12_Bosmina_Canada_BOLD_ACL8120;32
ESP292N12_B_longirostris_Spain_BOLD_ACA9544;32
LC215476_B_cf_longirostris;32
DNARA1185N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1186N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1187N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1188N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1189N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1190N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1191N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1626N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1627N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1628N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1629N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1631N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1632N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1653N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1655N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1658N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1659N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1660N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1666N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1667N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1809N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1821N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1822N21_Bosmina_Canada_BOLD_AEA5586;33
DNARA1823N21_Bosmina_Canada_BOLD_AEA5586;33
DNARC068N19_Bosmina_Canada_BOLD_AEA5586;33
DNARC070N19_Bosmina_Canada_BOLD_AEA5586;33
BACZP1167N16_B_liederi_Canada_BOLD_ABZ8276;34
BACZP1230N16_B_liederi_Canada_BOLD_ABZ8276;34
BACZP1255N16_B_liederi_Canada_BOLD_ABZ8276;34
COAPP411N13_B_liederi_Canada_BOLD_ABZ8276;34
GLC040N06_B_liederi_Canada_Great_Lakes;34
HQ966469_B_liederi;34
HQ966470_B_liederi;34
HQ966471_B_liederi;34
JN233822_B_liederi;34
JN233823_B_liederi;34
JN233824_B_liederi;34
MG449147_B_liederi;34
MG449247_B_liederi;34
MG449280_B_liederi;34
MG449317_B_liederi;34
MG449441_B_liederi;34
MG449685_B_liederi;34
MG449744_B_liederi;34
MG449799_B_liederi;34
MG449841_B_liederi;34
MG449847_B_liederi;34
OP829920_B_liederi;34
OP830104_B_liederi;34
COAPP287N13_Bosmina_Canada_BOLD_AAI4721;35
COAPP288N13_Bosmina_Canada_BOLD_AAI4721;35
COAPP297N13_Bosmina_Canada_BOLD_AAI4721;35
EU702002_B_sp_BOLD_AAI4721;35
HQ966466_B_liederi;36
HQ966467_B_liederi;36
HQ966468_B_liederi;36
OP829953_B_liederi;37
OP830059_B_liederi;37
OP830253_B_liederi;37
CAISN079N12_B_liederi_Canada_BOLD_ABZ8276;38
MG448650_B_liederi;38
MG448819_B_liederi;38
MG448897_B_liederi;38
MG448968_B_liederi;38
MG449180_B_liederi;38
MG449359_B_liederi;38
MG449668_B_liederi;38
MG449712_B_liederi;38
MG449821_B_liederi;38
MG449888_B_liederi;38
MG450153_B_liederi;38
MG450170_B_liederi;38
MG450204_B_liederi;38
MG450318_B_liederi;38
OP830155_B_liederi;38
OP830311_B_liederi;38
KT705731_B_liederi;39
KT706147_B_liederi;39
KT707374_B_liederi;39
KT707760_B_liederi;39
MG448613_B_liederi;39
MG448631_B_liederi;39
MG448657_B_liederi;39
MG448765_B_liederi;39
MG449046_B_liederi;39
MG449077_B_liederi;39
MG449184_B_liederi;39
MG449207_B_liederi;39
MG449265_B_liederi;39
MG449273_B_liederi;39
MG449315_B_liederi;39
MG449357_B_liederi;39
MG449386_B_liederi;39
MG449478_B_liederi;39
MG449481_B_liederi;39
MG449492_B_liederi;39
MG449575_B_liederi;39
MG449583_B_liederi;39
MG449857_B_liederi;39
MG449875_B_liederi;39
MG449897_B_liederi;39
MG449972_B_liederi;39
MG450050_B_liederi;39
MG450174_B_liederi;39
MG450272_B_liederi;39
MG450291_B_liederi;39
ESP199N12_B_liederi_Spain_BOLD_ABZ8276;40
ESP200N12_B_liederi_Spain_BOLD_ABZ8276;40
ESP201N12_B_liederi_Spain_BOLD_ABZ8276;40
MG448707_B_liederi;40
MG448971_B_liederi;40
MG449067_B_liederi;40
MG449102_B_liederi;40
MG449253_B_liederi;40
MG449340_B_liederi;40
MG449436_B_liederi;40
MG449530_B_liederi;40
MG449716_B_liederi;40
MG449969_B_liederi;40
MG450047_B_liederi;40
MG450151_B_liederi_AK;40
MG450208_B_liederi;40
MG450294_B_liederi;40
DNARA1457N21_Bosmina_Canada_BOLD_AEN5568;41
DNARA1630N21_Bosmina_Canada_BOLD_AEN5568;41
DNARA1682N21_Bosmina_Canada_BOLD_AEN5568;41
DNARA1683N21_Bosmina_Canada_BOLD_AEN5568;41
DNARA1684N21_Bosmina_Canada_BOLD_AEN5568;41
DNARA1811N21_Bosmina_Canada_BOLD_AEN5568;41
DNARA1812N21_Bosmina_Canada_BOLD_AEN5568;41
LC215478_B_cf_longirostris;42
LC215479_B_cf_longirostris;42
LC215480_B_cf_longirostris;42
DNARA1652N21_Bosmina_Canada_BOLD_AEN5581;43
DNARA1820N21_Bosmina_Canada_BOLD_AEN5581;43
LC215477_B_cf_longirostris;44
MW786945_B_fatalis;44
BACZP387N16_B_longirostris_Mexico_BOLD_AAD9496;45
EU702018_B_longirostris;45
EU702019_B_longirostris;45
EU702020_B_longirostris;45
HM883958_B_longirostris;45
HM883961_B_longirostris;45
HM883995_B_longirostris;45
HM883999_B_longirostris;45
MG450147_B_longirostris;45
ZPLKA177N15_B_longirostris_Mexico_BOLD_AAD9496;45
ZPLV090N17_B_longirostris_Mexico_BOLD_AAD9496;46
ZPLV091N17_B_longirostris_Mexico_BOLD_AAD9496;46
ZPLV092N17_B_longirostris_Mexico_BOLD_AAD9496;46
ZPLV097N17_B_longirostris_Mexico_BOLD_AAD9496;46
ZPLV098N17_B_longirostris_Mexico_BOLD_AAD9496;46
COAPP312N13_Bosmina_Canada_BOLD_ABX4934;47
COAPP558N13_Bosmina_Canada_BOLD_ABX4934;47
MG448688_B_longirostris;47
MG448689_B_longirostris;47
MG448838_B_longirostris;47
MG449713_B_longirostris;47
MG449850_B_longirostris;47
MG449851_B_longirostris;47
MG449952_B_longirostris;47
MG449967_B_longirostris_FREYI2_AK;47
MG449982_B_longirostris;47
MG450021_B_longirostris;47
MG450033_B_longirostris;47
MG450086_B_longirostris;47
ZPLCA001N06_Bosmina_Canada_BOLD_ABX4934;47
BBCRU025N10_Bosmina_Canada_BOLD_AAV0686;48
JN290618_Anomopoda_sp_BOLD_AAV0686;48
JN290619_Anomopoda_sp_BOLD_AAV0686;48
JN290620_Anomopoda_sp_BOLD_AAV0686;48
JN290621_Anomopoda_sp_BOLD_AAV0686;48
JN290621_Anomopoda_sp_BOLD_AAV06865;48
JN290622_Anomopoda_sp_BOLD_AAV0686;48
KM611608_B_sp_BOLD_AAV0686;48
EU702000_B_sp_BOLD_AAI4722;49
EU702001_B_sp_BOLD_AAI4722;49
BBCRU249N12_Bosmina_Canada_BOLD_ACA6834;50
COAPP296N13_Bosmina_Canada_BOLD_ACA6834;50
COAPP303N13_Bosmina_Canada_BOLD_ACA6834;50
COAPP530N13_Bosmina_Canada_BOLD_ACA6834;50
ECCAJ025N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ036N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ039N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ040N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ051N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ067N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ114N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ129N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ131N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ132N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ133N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ134N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ136N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ247N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ268N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ270N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ280N23_Bosmina_Ecuador_BOLD_ACA6834;50
