Sequence;MOTU_ABGD
Liederobosmina_Argentina03b;8
BACZP386N16_B_huaronensis_Mexico_BOLD_AAB9669;9
BACZP388N16_B_huaronensis_Mexico_BOLD_AAB9669;9
ECCAJ304N23_B_huaronensis_Ecuador_BOLD_AFI2124;9
ECCAJ308N23_B_huaronensis_Ecuador_BOLD_AFI2124;9
ECCAJ388N23_B_huaronensis_Ecuador_BOLD_AFI2124;9
EU702003_Eubosmina_huaronensis;9
EU702004_Eubosmina_huaronensis;9
EU702005_Eubosmina_huaronensis;9
EU702006_Eubosmina_huaronensis;9
EU702007_Eubosmina_huaronensis;9
EU702008_Eubosmina_huaronensis;9
EU702009_Eubosmina_huaronensis;9
EU702010_Eubosmina_huaronensis;9
EU702011_Eubosmina_huaronensis;9
EU702012_Eubosmina_huaronensis;9
EU702013_Eubosmina_huaronensis;9
EU702014_Eubosmina_huaronensis;9
EU702015_Eubosmina_huaronensis;9
EU702016_Eubosmina_huaronensis;9
EU702017_Eubosmina_huaronensis;9
KC616786_Eubosmina_huaronensis;9
KC616787_Eubosmina_huaronensis;9
KC616788_Eubosmina_huaronensis;9
KC616789_Eubosmina_huaronensis;9
KC616790_Eubosmina_huaronensis;9
KC616791_Eubosmina_huaronensis;9
KC616792_Eubosmina_huaronensis;9
KC616793_Eubosmina_huaronensis;9
KC617500_Eubosmina_huaronensis;9
KC617501_Eubosmina_huaronensis;9
KC617502_Eubosmina_huaronensis;9
KC617503_Eubosmina_huaronensis;9
KC617504_Eubosmina_huaronensis;9
KC617505_Eubosmina_huaronensis;9
KC617506_Eubosmina_huaronensis;9
KC617507_Eubosmina_huaronensis;9
KC617508_Eubosmina_huaronensis;9
KC617509_Eubosmina_huaronensis;9
KC617510_Eubosmina_huaronensis;9
KC617511_Eubosmina_huaronensis;9
Liederobosmina_cf_huaronensis_USA03a;9
Liederobosmina_cf_huaronensis_USA03b;9
Liederobosmina_Mexico01b;9
Liederobosmina_Mexico01c;9
Liederobosmina_Mexico01d;9
Liederobosmina_Mexico01e;9
Liederobosmina_Mexico01f;9
Liederobosmina_Mexico01g;9
Liederobosmina_Mexico01h;9
Liederobosmina_Mexico04a;9
Liederobosmina_Mexico04b;9
Liederobosmina_Mexico04c;9
Liederobosmina_Mexico05a;9
Liederobosmina_Mexico05b;9
Liederobosmina_Mexico05c;9
Liederobosmina_Mexico05d;9
Liederobosmina_Mexico05e;9
Liederobosmina_Mexico06a;9
Liederobosmina_Mexico06c;9
Liederobosmina_Mexico07a;9
Liederobosmina_Mexico08a;9
Liederobosmina_Mexico09a;9
Liederobosmina_Mexico09b;9
Liederobosmina_Mexico10a;9
Liederobosmina_Mexico10b;9
Liederobosmina_Mexico11a;9
Liederobosmina_Mexico11b;9
Liederobosmina_Mexico11c;9
MCM690N17_B_sp_Mexico_BOLD_AAB9669;9
MCM691N17_B_sp_Mexico_BOLD_AAB9669;9
MCM692N17_B_sp_Mexico_BOLD_AAB9669;9
MCM693N17_B_sp_Mexico_BOLD_AAB9669;9
MCM694N17_B_sp_Mexico_BOLD_AAB9669;9
MCM695N17_B_sp_Mexico_BOLD_AAB9669;9
MCM696N17_B_sp_Mexico_BOLD_AAB9669;9
MCM697N17_B_sp_Mexico_BOLD_AAB9669;9
MCM698N17_B_sp_Mexico_BOLD_AAB9669;9
MCM699N17_B_sp_Mexico_BOLD_AAB9669;9
MCM700N17_B_sp_Mexico_BOLD_AAB9669;9
MCM701N17_B_sp_Mexico_BOLD_AAB9669;9
MG449420_Eubosmina_huaronensis;9
MG450143_Eubosmina_huaronensis;9
ZPII1067N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPII1068N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPII1106N11_B_huaronensis_Mexico_BOLD_AAZ8987;9
ZPII1454N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPII837N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPII839N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPII936N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV506N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV507N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV508N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV509N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV515N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV601N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV602N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV603N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV604N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV610N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV690N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLIV750N11_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX146N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX147N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX148N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX240N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX401N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX402N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX403N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX404N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX405N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX406N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX407N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX849N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX850N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX851N06_B_huaronensis_Mexico_BOLD_AAB9669;9
ZPLMX852N06_B_huaronensis_Mexico_BOLD_AAB9669;9
DQ310636_B_sp2_JRdWN2005;10
Liederobosmina_huaronensis_Argentina02e;10
Liederobosmina_huaronensis_Argentina02f;10
Liederobosmina_huaronensis_Argentina04a;10
Liederobosmina_huaronensis_Argentina05a;10
Liederobosmina_huaronensis_Argentina06a;10
ZTITI005N23_Bosmina_Peru_BOLD_AAW7826;11
ZTITI007N23_Bosmina_Peru_BOLD_AAW7826;11
ZTITI008N23_Bosmina_Peru_BOLD_AAW7826;11
ZTITI024N23_Bosmina_Peru_BOLD_AAW7826;11
ZTITI039N23_Bosmina_Peru_BOLD_AAW7826;11
ZTITI044N23_Bosmina_Peru_BOLD_AAW7826;11
ZTITI089N23_Bosmina_Peru_BOLD_AAW7826;11
ZTITI168N24_Bosmina_Peru_BOLD_AAW7826;11
ZTITI170N24_Bosmina_Peru_BOLD_AAW7826;11
ZTITI171N24_Bosmina_Peru_BOLD_AAW7826;11
ZTITI172N24_Bosmina_Peru_BOLD_AAW7826;11
ZTITI200N25_Bosmina_Peru_BOLD_AAW7826;11
ZTITI265N25_Bosmina_Peru_BOLD_AAW7826;11
ZTITI268N25_Bosmina_Peru_BOLD_AAW7826;11
ZTITI289N25_Bosmina_Peru_BOLD_AAW7826;11
ZTITI290N25_Bosmina_Peru_BOLD_AAW7826;11
ZTITI314N25_Bosmina_Peru_BOLD_AAW7826;11
ZTITI331N25_Bosmina_Peru_BOLD_AAW7826;11
Liederobosmina_huaronensis_Argentina01a;12
BROA022N21_Bosmina_Brazil_BOLD_AEO1713;13
BROA080N21_Bosmina_Brazil_BOLD_AEO1713;13
Liederobosmina_Argentina02a;13
Liederobosmina_Argentina02b;13
Liederobosmina_Argentina02c;13
PV786644_B_sp;13
ZPLV327N18_Bosmina_Colombia_BOLD_ADO6195;14
ZPLV328N18_Bosmina_Colombia_BOLD_ADO6195;14
ZPLV330N18_Bosmina_Colombia_BOLD_ADO6195;14
ZPLV333N18_Bosmina_Colombia_BOLD_ADO6195;14
ZPLV337N18_Bosmina_Colombia_BOLD_ADO6195;14
ZPLV371N18_Bosmina_Colombia_BOLD_ADO6195;14
Lunobosmina_oriens_USA11i;15
Lunobosmina_oriens_USA16a;15
Lunobosmina_oriens_USA16b;15
Lunobosmina_oriens_USA22a;15
CAISN020N12_Bosmina_Canada_BOLD_AAW7791;16
CAISN022N12_Bosmina_Canada_BOLD_AAW7791;16
CAISN034N12_Bosmina_Canada_BOLD_AAW7791;16
CAISN035N12_Bosmina_Canada_BOLD_AAW7791;16
CAISN914N13_B_sp_Canada_BOLD_AAW7791;16
DQ310635_B_sp1_JRdWN2005;16
DQ889083_B_sp_BOLD_AAW7791;16
MG449616_B_sp;16
MH321381_Eubosmina_longispina;16
MH321382_Eubosmina_longispina;16
MH321383_Eubosmina_longispina;16
MH321384_Eubosmina_longispina;16
MH321385_Eubosmina_longispina;16
MH321386_Eubosmina_longispina;16
MH321387_Eubosmina_longispina;16
MH321388_Eubosmina_longispina;16
MH321389_Eubosmina_longispina;16
MH321390_Eubosmina_longispina;16
MH321391_Eubosmina_longispina;16
MH321392_Eubosmina_longispina;16
MH321393_Eubosmina_longispina;16
MH321394_Eubosmina_longispina;16
MH321395_Eubosmina_longispina;16
MH321396_Eubosmina_longispina;16
MZ964905_B_sp1;16
MZ964907_B_sp1;16
OP829924_B_cf_longispina;16
OP829977_B_cf_coregoni;16
OP830017_B_cf_longispina;16
OP830043_B_cf_coregoni;16
OP830119_B_cf_longispina;16
OP830246_B_cf_coregoni;16
OP830292_B_cf_longispina;16
ZOOPS187N18_B_cf_longispina_Finland_BOLD_AAW7791;16
ZOOPS188N18_B_cf_longispina_Finland_BOLD_ADR9483;17
DNARA1511N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA1513N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2094N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2096N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2097N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2325N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2326N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2371N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2372N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2373N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2374N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2375N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2952N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2953N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2954N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2955N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2956N21_Bosmina_Canada_BOLD_AEA3695;18
DNARA2957N21_Bosmina_Canada_BOLD_AEA3695;18
DNARC013N19_Bosmina_Canada_BOLD_AEA3695;18
GCHAR1120N19_Bosmina_Canada_BOLD_AEA3695;18
GCHAR1121N19_Bosmina_Canada_BOLD_AEA3695;18
GCHAR1122N19_Bosmina_Canada_BOLD_AEA3695;18
Liederobosmina_american_longispina02;19
MG936043_B_sp;19
MG936238_B_sp;19
MG936240_B_sp;19
MG936261_B_sp;19
MG936530_B_sp;19
MG936534_B_sp;19
OP830153_B_cf_longispina;19
OP830166_B_cf_longispina;19
Liederobosmina_tanakai02;20
AY075057_B_coregoni;21
ESP505N14_B_meridionalis_Czechia_BOLD_AAO1376;21
ESP506N14_Bosmina_Czechia_BOLD_AAO1376;21
ESP507N14_B_meridionalis_Czechia_BOLD_AAO1376;21
ESP508N14_B_meridionalis_Czechia_BOLD_AAO1376;21
ESP509N14_B_meridionalis_Czechia_BOLD_AAO1376;21
KINBZ009N22_B_longirostris_Israel_BOLD_AAO1376;21
B_longirostris_Argentina01aa;22
B_longirostris_Argentina03aa;22
B_longirostris_Argentina04aa;22
B_longirostris_Argentina05aa;22
B_longirostris_Argentina06aa;22
ESP197N12_Bosmina_Spain_BOLD_ACA1800;23
ESP198N12_Bosmina_Spain_BOLD_ACA1800;23
KINBZ001N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ002N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ003N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ004N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ005N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ006N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ007N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ008N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ010N22_B_longirostris_Israel_BOLD_AEO5856;24
KINBZ011N22_B_longirostris_Israel_BOLD_AEO5856;24
CAISN069N12_Bosmina_Canada_BOLD_ACL8120;25
ESP292N12_B_longirostris_Spain_BOLD_ACA9544;25
LC215476_B_cf_longirostris;25
DNARA1185N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1186N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1187N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1188N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1189N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1190N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1191N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1626N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1627N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1628N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1629N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1631N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1632N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1653N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1655N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1658N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1659N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1660N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1666N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1667N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1809N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1821N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1822N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1823N21_Bosmina_Canada_BOLD_AEA5586;26
DNARC068N19_Bosmina_Canada_BOLD_AEA5586;26
DNARC070N19_Bosmina_Canada_BOLD_AEA5586;26
BACZP1167N16_B_liederi_Canada_BOLD_ABZ8276;27
BACZP1230N16_B_liederi_Canada_BOLD_ABZ8276;27
BACZP1255N16_B_liederi_Canada_BOLD_ABZ8276;27
CAISN079N12_B_liederi_Canada_BOLD_ABZ8276;27
COAPP287N13_Bosmina_Canada_BOLD_AAI4721;27
COAPP288N13_Bosmina_Canada_BOLD_AAI4721;27
COAPP297N13_Bosmina_Canada_BOLD_AAI4721;27
COAPP411N13_B_liederi_Canada_BOLD_ABZ8276;27
ESP199N12_B_liederi_Spain_BOLD_ABZ8276;27
ESP200N12_B_liederi_Spain_BOLD_ABZ8276;27
ESP201N12_B_liederi_Spain_BOLD_ABZ8276;27
EU702002_B_sp_BOLD_AAI4721;27
GLC040N06_B_liederi_Canada_Great_Lakes;27
HQ966469_B_liederi;27
HQ966470_B_liederi;27
HQ966471_B_liederi;27
JN233822_B_liederi;27
JN233823_B_liederi;27
JN233824_B_liederi;27
KT705731_B_liederi;27
KT706147_B_liederi;27
KT707374_B_liederi;27
KT707760_B_liederi;27
MG448613_B_liederi;27
MG448631_B_liederi;27
MG448650_B_liederi;27
MG448657_B_liederi;27
MG448707_B_liederi;27
MG448765_B_liederi;27
MG448819_B_liederi;27
MG448897_B_liederi;27
MG448968_B_liederi;27
MG448971_B_liederi;27
MG449046_B_liederi;27
MG449067_B_liederi;27
MG449077_B_liederi;27
MG449102_B_liederi;27
MG449147_B_liederi;27
MG449180_B_liederi;27
MG449184_B_liederi;27
MG449207_B_liederi;27
MG449247_B_liederi;27
MG449253_B_liederi;27
MG449265_B_liederi;27
MG449273_B_liederi;27
MG449280_B_liederi;27
MG449315_B_liederi;27
MG449317_B_liederi;27
MG449340_B_liederi;27
MG449357_B_liederi;27
MG449359_B_liederi;27
MG449386_B_liederi;27
MG449436_B_liederi;27
MG449441_B_liederi;27
MG449478_B_liederi;27
MG449481_B_liederi;27
MG449492_B_liederi;27
MG449530_B_liederi;27
MG449575_B_liederi;27
MG449583_B_liederi;27
MG449668_B_liederi;27
MG449685_B_liederi;27
MG449712_B_liederi;27
MG449716_B_liederi;27
MG449744_B_liederi;27
MG449799_B_liederi;27
MG449821_B_liederi;27
MG449841_B_liederi;27
MG449847_B_liederi;27
MG449857_B_liederi;27
MG449875_B_liederi;27
MG449888_B_liederi;27
MG449897_B_liederi;27
MG449969_B_liederi;27
MG449972_B_liederi;27
MG450047_B_liederi;27
MG450050_B_liederi;27
MG450151_B_liederi_AK;27
MG450153_B_liederi;27
MG450170_B_liederi;27
MG450174_B_liederi;27
MG450204_B_liederi;27
MG450208_B_liederi;27
MG450272_B_liederi;27
MG450291_B_liederi;27
MG450294_B_liederi;27
MG450318_B_liederi;27
OP829920_B_liederi;27
OP830104_B_liederi;27
OP830155_B_liederi;27
OP830311_B_liederi;27
HQ966466_B_liederi;28
HQ966467_B_liederi;28
HQ966468_B_liederi;28
OP829953_B_liederi;29
OP830253_B_liederi;29
OP830059_B_liederi;30
DNARA1457N21_Bosmina_Canada_BOLD_AEN5568;31
DNARA1630N21_Bosmina_Canada_BOLD_AEN5568;31
DNARA1682N21_Bosmina_Canada_BOLD_AEN5568;31
DNARA1683N21_Bosmina_Canada_BOLD_AEN5568;31
DNARA1684N21_Bosmina_Canada_BOLD_AEN5568;31
DNARA1811N21_Bosmina_Canada_BOLD_AEN5568;31
DNARA1812N21_Bosmina_Canada_BOLD_AEN5568;31
LC215478_B_cf_longirostris;32
LC215479_B_cf_longirostris;32
LC215480_B_cf_longirostris;32
DNARA1652N21_Bosmina_Canada_BOLD_AEN5581;33
DNARA1820N21_Bosmina_Canada_BOLD_AEN5581;33
LC215477_B_cf_longirostris;33
MW786945_B_fatalis;33
BACZP387N16_B_longirostris_Mexico_BOLD_AAD9496;34
EU702018_B_longirostris;34
EU702019_B_longirostris;34
EU702020_B_longirostris;34
HM883958_B_longirostris;34
HM883961_B_longirostris;34
HM883995_B_longirostris;34
HM883999_B_longirostris;34
MG450147_B_longirostris;34
ZPLKA177N15_B_longirostris_Mexico_BOLD_AAD9496;35
ZPLV090N17_B_longirostris_Mexico_BOLD_AAD9496;36
ZPLV091N17_B_longirostris_Mexico_BOLD_AAD9496;36
ZPLV092N17_B_longirostris_Mexico_BOLD_AAD9496;36
ZPLV098N17_B_longirostris_Mexico_BOLD_AAD9496;36
ZPLV097N17_B_longirostris_Mexico_BOLD_AAD9496;37
COAPP312N13_Bosmina_Canada_BOLD_ABX4934;38
COAPP558N13_Bosmina_Canada_BOLD_ABX4934;39
MG448688_B_longirostris;39
MG448689_B_longirostris;39
MG448838_B_longirostris;39
MG449713_B_longirostris;39
MG449850_B_longirostris;39
MG449851_B_longirostris;39
MG449952_B_longirostris;39
MG449967_B_longirostris_FREYI2_AK;39
MG449982_B_longirostris;39
MG450021_B_longirostris;39
MG450033_B_longirostris;39
MG450086_B_longirostris;39
ZPLCA001N06_Bosmina_Canada_BOLD_ABX4934;39
BBCRU025N10_Bosmina_Canada_BOLD_AAV0686;40
JN290618_Anomopoda_sp_BOLD_AAV0686;40
JN290619_Anomopoda_sp_BOLD_AAV0686;40
JN290620_Anomopoda_sp_BOLD_AAV0686;40
JN290621_Anomopoda_sp_BOLD_AAV0686;40
JN290621_Anomopoda_sp_BOLD_AAV06865;40
JN290622_Anomopoda_sp_BOLD_AAV0686;40
KM611608_B_sp_BOLD_AAV0686;40
EU702000_B_sp_BOLD_AAI4722;41
EU702001_B_sp_BOLD_AAI4722;41
BBCRU249N12_Bosmina_Canada_BOLD_ACA6834;42
COAPP296N13_Bosmina_Canada_BOLD_ACA6834;42
COAPP303N13_Bosmina_Canada_BOLD_ACA6834;42
COAPP530N13_Bosmina_Canada_BOLD_ACA6834;42
ECCAJ025N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ036N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ039N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ040N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ051N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ067N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ114N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ129N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ131N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ132N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ133N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ134N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ136N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ247N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ268N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ270N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ280N23_Bosmina_Ecuador_BOLD_ACA6834;42
