Sequence;MOTU_ABGD
MG449821_B_liederi;3
MG449841_B_liederi;3
MG449847_B_liederi;3
MG449857_B_liederi;3
MG449875_B_liederi;3
MG449888_B_liederi;3
MG449897_B_liederi;3
MG449969_B_liederi;3
MG449972_B_liederi;3
MG450047_B_liederi;3
MG450050_B_liederi;3
MG450151_B_liederi_AK;3
MG450153_B_liederi;3
MG450170_B_liederi;3
MG450174_B_liederi;3
MG450204_B_liederi;3
MG450208_B_liederi;3
MG450272_B_liederi;3
MG450291_B_liederi;3
MG450294_B_liederi;3
MG450318_B_liederi;3
OP829920_B_liederi;3
OP829953_B_liederi;3
OP830059_B_liederi;3
OP830104_B_liederi;3
OP830155_B_liederi;3
OP830253_B_liederi;3
OP830311_B_liederi;3
BACZP386N16_B_huaronensis_Mexico_BOLD_AAB9669;4
BACZP388N16_B_huaronensis_Mexico_BOLD_AAB9669;4
ECCAJ304N23_B_huaronensis_Ecuador_BOLD_AFI2124;4
ECCAJ308N23_B_huaronensis_Ecuador_BOLD_AFI2124;4
ECCAJ388N23_B_huaronensis_Ecuador_BOLD_AFI2124;4
EU702003_Eubosmina_huaronensis;4
EU702004_Eubosmina_huaronensis;4
EU702005_Eubosmina_huaronensis;4
EU702006_Eubosmina_huaronensis;4
EU702007_Eubosmina_huaronensis;4
EU702008_Eubosmina_huaronensis;4
EU702009_Eubosmina_huaronensis;4
EU702010_Eubosmina_huaronensis;4
EU702011_Eubosmina_huaronensis;4
EU702012_Eubosmina_huaronensis;4
EU702013_Eubosmina_huaronensis;4
EU702014_Eubosmina_huaronensis;4
EU702015_Eubosmina_huaronensis;4
EU702016_Eubosmina_huaronensis;4
EU702017_Eubosmina_huaronensis;4
KC616786_Eubosmina_huaronensis;4
KC616787_Eubosmina_huaronensis;4
KC616788_Eubosmina_huaronensis;4
KC616789_Eubosmina_huaronensis;4
KC616790_Eubosmina_huaronensis;4
KC616791_Eubosmina_huaronensis;4
KC616792_Eubosmina_huaronensis;4
KC616793_Eubosmina_huaronensis;4
KC617500_Eubosmina_huaronensis;4
KC617501_Eubosmina_huaronensis;4
KC617502_Eubosmina_huaronensis;4
KC617503_Eubosmina_huaronensis;4
KC617504_Eubosmina_huaronensis;4
KC617505_Eubosmina_huaronensis;4
KC617506_Eubosmina_huaronensis;4
KC617507_Eubosmina_huaronensis;4
KC617508_Eubosmina_huaronensis;4
KC617509_Eubosmina_huaronensis;4
KC617510_Eubosmina_huaronensis;4
KC617511_Eubosmina_huaronensis;4
Liederobosmina_cf_huaronensis_USA03a;4
Liederobosmina_cf_huaronensis_USA03b;4
Liederobosmina_Mexico01b;4
Liederobosmina_Mexico01c;4
Liederobosmina_Mexico01d;4
Liederobosmina_Mexico01e;4
Liederobosmina_Mexico01f;4
Liederobosmina_Mexico01g;4
Liederobosmina_Mexico01h;4
Liederobosmina_Mexico04a;4
Liederobosmina_Mexico04b;4
Liederobosmina_Mexico04c;4
Liederobosmina_Mexico05a;4
Liederobosmina_Mexico05b;4
Liederobosmina_Mexico05c;4
Liederobosmina_Mexico05d;4
Liederobosmina_Mexico05e;4
Liederobosmina_Mexico06a;4
Liederobosmina_Mexico06c;4
Liederobosmina_Mexico07a;4
Liederobosmina_Mexico08a;4
Liederobosmina_Mexico09a;4
Liederobosmina_Mexico09b;4
Liederobosmina_Mexico10a;4
Liederobosmina_Mexico10b;4
Liederobosmina_Mexico11a;4
Liederobosmina_Mexico11b;4
Liederobosmina_Mexico11c;4
MCM690N17_B_sp_Mexico_BOLD_AAB9669;4
MCM691N17_B_sp_Mexico_BOLD_AAB9669;4
MCM692N17_B_sp_Mexico_BOLD_AAB9669;4
MCM693N17_B_sp_Mexico_BOLD_AAB9669;4
MCM694N17_B_sp_Mexico_BOLD_AAB9669;4
MCM695N17_B_sp_Mexico_BOLD_AAB9669;4
MCM696N17_B_sp_Mexico_BOLD_AAB9669;4
MCM697N17_B_sp_Mexico_BOLD_AAB9669;4
MCM698N17_B_sp_Mexico_BOLD_AAB9669;4
MCM699N17_B_sp_Mexico_BOLD_AAB9669;4
MCM700N17_B_sp_Mexico_BOLD_AAB9669;4
MCM701N17_B_sp_Mexico_BOLD_AAB9669;4
MG449420_Eubosmina_huaronensis;4
MG450143_Eubosmina_huaronensis;4
ZPII1067N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPII1068N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPII1106N11_B_huaronensis_Mexico_BOLD_AAZ8987;4
ZPII1454N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPII837N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPII839N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPII936N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV506N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV507N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV508N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV509N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV515N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV601N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV602N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV603N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV604N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV610N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV690N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLIV750N11_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX146N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX147N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX148N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX240N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX401N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX402N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX403N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX404N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX405N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX406N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX407N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX849N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX850N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX851N06_B_huaronensis_Mexico_BOLD_AAB9669;4
ZPLMX852N06_B_huaronensis_Mexico_BOLD_AAB9669;4
BACZP387N16_B_longirostris_Mexico_BOLD_AAD9496;5
BBCRU025N10_Bosmina_Canada_BOLD_AAV0686;5
COAPP312N13_Bosmina_Canada_BOLD_ABX4934;5
COAPP558N13_Bosmina_Canada_BOLD_ABX4934;5
EU702018_B_longirostris;5
EU702019_B_longirostris;5
EU702020_B_longirostris;5
HM883958_B_longirostris;5
HM883961_B_longirostris;5
HM883995_B_longirostris;5
HM883999_B_longirostris;5
JN290618_Anomopoda_sp_BOLD_AAV0686;5
JN290619_Anomopoda_sp_BOLD_AAV0686;5
JN290620_Anomopoda_sp_BOLD_AAV0686;5
JN290621_Anomopoda_sp_BOLD_AAV0686;5
JN290621_Anomopoda_sp_BOLD_AAV06865;5
JN290622_Anomopoda_sp_BOLD_AAV0686;5
KM611608_B_sp_BOLD_AAV0686;5
MG448688_B_longirostris;5
MG448689_B_longirostris;5
MG448838_B_longirostris;5
MG449713_B_longirostris;5
MG449850_B_longirostris;5
MG449851_B_longirostris;5
MG449952_B_longirostris;5
MG449967_B_longirostris_FREYI2_AK;5
MG449982_B_longirostris;5
MG450021_B_longirostris;5
MG450033_B_longirostris;5
MG450086_B_longirostris;5
MG450147_B_longirostris;5
ZPLCA001N06_Bosmina_Canada_BOLD_ABX4934;5
ZPLKA177N15_B_longirostris_Mexico_BOLD_AAD9496;5
ZPLV090N17_B_longirostris_Mexico_BOLD_AAD9496;5
ZPLV091N17_B_longirostris_Mexico_BOLD_AAD9496;5
ZPLV092N17_B_longirostris_Mexico_BOLD_AAD9496;5
ZPLV097N17_B_longirostris_Mexico_BOLD_AAD9496;5
ZPLV098N17_B_longirostris_Mexico_BOLD_AAD9496;5
BBCRU249N12_Bosmina_Canada_BOLD_ACA6834;6
COAPP296N13_Bosmina_Canada_BOLD_ACA6834;6
COAPP303N13_Bosmina_Canada_BOLD_ACA6834;6
COAPP530N13_Bosmina_Canada_BOLD_ACA6834;6
ECCAJ025N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ036N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ039N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ040N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ051N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ067N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ114N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ129N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ131N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ132N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ133N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ134N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ136N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ247N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ268N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ270N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ280N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ305N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ317N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ480N23_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ485N24_Bosmina_Ecuador_BOLD_ACA6834;6
ECCAJ494N24_Bosmina_Ecuador_BOLD_ACA6834;6
KU315493_B_freyi;6
LC215481_B_sp;6
BCRUA087N10_Bosmina_United_States_BOLD_AAD9782;7
BCRUA088N10_Bosmina_United_States_BOLD_AAD9782;7
BCRUA159N10_Bosmina_United_States_BOLD_AAD9782;7
BCRUA161N10_Bosmina_United_States_BOLD_AAD9782;7
CAZUL101N17_B_tubicen_Mexico_BOLD_AAD9782;7
CAZUL102N17_B_tubicen_Mexico_BOLD_AAD9782;7
CAZUL104N17_B_tubicen_Mexico_BOLD_AAD9782;7
CAZUL105N17_B_tubicen_Mexico_BOLD_AAD9782;7
CAZUL191N17_B_tubicen_Mexico_BOLD_AAD9782;7
CAZUL192N17_B_tubicen_Mexico_BOLD_AAD9782;7
CAZUL193N17_B_tubicen_Mexico_BOLD_AAD9782;7
CAZUL194N17_B_tubicen_Mexico_BOLD_AAD9782;7
CAZUL195N17_B_tubicen_Mexico_BOLD_AAD9782;7
EU702022_Eubosmina_tubicen;7
EU702023_Eubosmina_tubicen;7
EU702024_Eubosmina_tubicen;7
EU702025_Eubosmina_tubicen;7
EU702026_Eubosmina_tubicen;7
EXDB1873N21_B_tubicen_Mexico_BOLD_AAD9782;7
EXDB448N20_B_tubicen_Mexico_BOLD_AAD9782;7
EXDB579N21_B_tubicen_Mexico_BOLD_AAD9782;7
EXDB731N21_B_tubicen_Mexico_BOLD_AAD9782;7
EXDB732N21_B_tubicen_Mexico_BOLD_AAD9782;7
JN294865_Anomopoda_sp_BOLD_AAD9782;7
JN294866_Anomopoda_sp_BOLD_AAD9782;7
JN294889_Anomopoda_sp_BOLD_AAD9782;7
JN294890_Anomopoda_sp_BOLD_AAD9782;7
KC617008_Eubosmina_tubicen;7
KC617009_Eubosmina_tubicen;7
KC617010_Eubosmina_tubicen;7
KC617011_Eubosmina_tubicen;7
KC617012_Eubosmina_tubicen;7
KC617013_Eubosmina_tubicen;7
KC617494_Eubosmina_tubicen;7
KC617636_Eubosmina_tubicen;7
Liederobosmina_Guatemala01a;7
Liederobosmina_Guatemala01b;7
Liederobosmina_Guatemala01c;7
Liederobosmina_Guatemala01d;7
Liederobosmina_Guatemala01e;7
Liederobosmina_Mexico02a;7
Liederobosmina_Mexico02b;7
Liederobosmina_Mexico03a;7
MT888232_Eubosmina_tubicen;7
MT888247_Eubosmina_tubicen;7
MT888279_Eubosmina_tubicen;7
MT888325_Eubosmina_tubicen;7
MT888336_Eubosmina_tubicen;7
MT888361_Eubosmina_tubicen;7
MT888366_Eubosmina_tubicen;7
MT888464_Eubosmina_tubicen;7
MT888481_Eubosmina_tubicen;7
MZ517301_Eubosmina_tubicen;7
MZ517335_Eubosmina_tubicen;7
MZ517466_Eubosmina_tubicen;7
MZ517641_Eubosmina_tubicen;7
MZ517674_Eubosmina_tubicen;7
MZ517739_Eubosmina_tubicen;7
MZ517828_Eubosmina_tubicen;7
MZ517857_Eubosmina_tubicen;7
MZ517893_Eubosmina_tubicen;7
MZ517899_Eubosmina_tubicen;7
MZ517920_Eubosmina_tubicen;7
MZ517951_Eubosmina_tubicen;7
SKAAN072N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN074N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN075N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN126N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN128N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN305N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN316N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN737N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN742N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN872N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN883N19_B_tubicen_Mexico_BOLD_AAD9782;7
SKAAN890N19_B_tubicen_Mexico_BOLD_AAD9782;7
ZPLIV669N11_B_bosmina_tubicen_Mexico_BOLD_AAD9782;7
ZPLMX140N06_B_tubicen_Guatemala_BOLD_AAD9782;7
ZPLMX141N06_B_tubicen_Guatemala_BOLD_AAD9782;7
ZPLMX409N06_B_tubicen_Guatemala_BOLD_AAD9782;7
ZPLMX410N06_B_tubicen_Guatemala_BOLD_AAD9782;7
ZPLMX411N06_B_tubicen_Guatemala_BOLD_AAD9782;7
BROA022N21_Bosmina_Brazil_BOLD_AEO1713;8
BROA080N21_Bosmina_Brazil_BOLD_AEO1713;8
Liederobosmina_Argentina02a;8
Liederobosmina_Argentina02b;8
Liederobosmina_Argentina02c;8
PV786644_B_sp;8
CAISN020N12_Bosmina_Canada_BOLD_AAW7791;9
CAISN022N12_Bosmina_Canada_BOLD_AAW7791;9
CAISN034N12_Bosmina_Canada_BOLD_AAW7791;9
CAISN035N12_Bosmina_Canada_BOLD_AAW7791;9
CAISN914N13_B_sp_Canada_BOLD_AAW7791;9
DNARA1511N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA1513N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2094N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2096N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2097N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2325N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2326N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2371N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2372N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2373N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2374N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2375N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2952N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2953N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2954N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2955N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2956N21_Bosmina_Canada_BOLD_AEA3695;9
DNARA2957N21_Bosmina_Canada_BOLD_AEA3695;9
DNARC013N19_Bosmina_Canada_BOLD_AEA3695;9
DQ310635_B_sp1_JRdWN2005;9
DQ889083_B_sp_BOLD_AAW7791;9
GCHAR1120N19_Bosmina_Canada_BOLD_AEA3695;9
GCHAR1121N19_Bosmina_Canada_BOLD_AEA3695;9
GCHAR1122N19_Bosmina_Canada_BOLD_AEA3695;9
MG449616_B_sp;9
MH321381_Eubosmina_longispina;9
MH321382_Eubosmina_longispina;9
MH321383_Eubosmina_longispina;9
MH321384_Eubosmina_longispina;9
MH321385_Eubosmina_longispina;9
MH321386_Eubosmina_longispina;9
MH321387_Eubosmina_longispina;9
MH321388_Eubosmina_longispina;9
MH321389_Eubosmina_longispina;9
MH321390_Eubosmina_longispina;9
MH321391_Eubosmina_longispina;9
MH321392_Eubosmina_longispina;9
MH321393_Eubosmina_longispina;9
MH321394_Eubosmina_longispina;9
MH321395_Eubosmina_longispina;9
MH321396_Eubosmina_longispina;9
MZ964905_B_sp1;9
MZ964907_B_sp1;9
OP829924_B_cf_longispina;9
OP829977_B_cf_coregoni;9
OP830017_B_cf_longispina;9
OP830043_B_cf_coregoni;9
OP830119_B_cf_longispina;9
OP830246_B_cf_coregoni;9
OP830292_B_cf_longispina;9
ZOOPS187N18_B_cf_longispina_Finland_BOLD_AAW7791;9
ZOOPS188N18_B_cf_longispina_Finland_BOLD_ADR9483;9
COAPP328N13_Bosmina_Canada_BOLD_ACF9023;10
COAPP329N13_Bosmina_Canada_BOLD_ACF9023;10
COAPP559N13_Bosmina_Canada_BOLD_ACF9023;10
Liederobosmina_USA05a;10
Liederobosmina_USA08a;10
Liederobosmina_USA08b;10
Liederobosmina_USA11a;10
Liederobosmina_USA11b;10
Liederobosmina_USA11c;10
Liederobosmina_USA11d;10
Liederobosmina_USA11e;10
Liederobosmina_USA13a;10
Liederobosmina_USA14a;10
Liederobosmina_USA14b;10
Liederobosmina_USA20a;10
Liederobosmina_USA21a;10
Liederobosmina_USA21b;10
Liederobosmina_USA23a;10
DNARA1457N21_Bosmina_Canada_BOLD_AEN5568;11
DNARA1630N21_Bosmina_Canada_BOLD_AEN5568;11
DNARA1682N21_Bosmina_Canada_BOLD_AEN5568;11
DNARA1683N21_Bosmina_Canada_BOLD_AEN5568;11
DNARA1684N21_Bosmina_Canada_BOLD_AEN5568;11
DNARA1811N21_Bosmina_Canada_BOLD_AEN5568;11
DNARA1812N21_Bosmina_Canada_BOLD_AEN5568;11
DNARA1652N21_Bosmina_Canada_BOLD_AEN5581;12
DNARA1820N21_Bosmina_Canada_BOLD_AEN5581;12
DQ310636_B_sp2_JRdWN2005;13
Liederobosmina_huaronensis_Argentina01a;13
Liederobosmina_huaronensis_Argentina02e;13
Liederobosmina_huaronensis_Argentina02f;13
Liederobosmina_huaronensis_Argentina04a;13
Liederobosmina_huaronensis_Argentina05a;13
Liederobosmina_huaronensis_Argentina06a;13
ZTITI005N23_Bosmina_Peru_BOLD_AAW7826;13
ZTITI007N23_Bosmina_Peru_BOLD_AAW7826;13
ZTITI008N23_Bosmina_Peru_BOLD_AAW7826;13
ZTITI024N23_Bosmina_Peru_BOLD_AAW7826;13
ZTITI039N23_Bosmina_Peru_BOLD_AAW7826;13
ZTITI044N23_Bosmina_Peru_BOLD_AAW7826;13
ZTITI089N23_Bosmina_Peru_BOLD_AAW7826;13
ZTITI168N24_Bosmina_Peru_BOLD_AAW7826;13
ZTITI170N24_Bosmina_Peru_BOLD_AAW7826;13
ZTITI171N24_Bosmina_Peru_BOLD_AAW7826;13
ZTITI172N24_Bosmina_Peru_BOLD_AAW7826;13
ZTITI200N25_Bosmina_Peru_BOLD_AAW7826;13
ZTITI265N25_Bosmina_Peru_BOLD_AAW7826;13
ZTITI268N25_Bosmina_Peru_BOLD_AAW7826;13
ZTITI289N25_Bosmina_Peru_BOLD_AAW7826;13
ZTITI290N25_Bosmina_Peru_BOLD_AAW7826;13
ZTITI314N25_Bosmina_Peru_BOLD_AAW7826;13
ZTITI331N25_Bosmina_Peru_BOLD_AAW7826;13
EU702000_B_sp_BOLD_AAI4722;14
EU702001_B_sp_BOLD_AAI4722;14
KC508661_B_meridionalis;15
KC508662_B_meridionalis;15
Liederobosmina_meridionalis_Australia01a;15
Liederobosmina_meridionalis_Australia02a;15
Liederobosmina_meridionalis_Australia02b;15
KC616781_B_cf_liederi;16
KC616782_B_cf_liederi;16
KC616783_B_cf_liederi;16
KC616784_B_cf_liederi;16
KC616785_B_cf_liederi;16
KC617495_B_cf_liederi;16
KC617496_B_cf_liederi;16
KC617497_B_cf_liederi;16
KC617498_B_cf_liederi;16
KC617499_B_cf_liederi;16
KY091157_B_sp_Taihuzoo;17
LC215471_B_fatalis;17
LC215472_B_fatalis;17
LC215473_B_fatalis;17
LC215474_B_fatalis;17
LC215475_B_fatalis;17
MW770308_B_fatalis;17
LC215477_B_cf_longirostris;18
MW786945_B_fatalis;18
LC215478_B_cf_longirostris;19
LC215479_B_cf_longirostris;19
LC215480_B_cf_longirostris;19
Liederobosmina_american_longispina02;20
MG936043_B_sp;20
MG936238_B_sp;20
MG936240_B_sp;20
MG936261_B_sp;20
MG936530_B_sp;20
MG936534_B_sp;20
OP830153_B_cf_longispina;20
OP830166_B_cf_longispina;20
Liederobosmina_Argentina03a;21
